yumeng@gmail.com,Yumeng,Ren,Data200,90,A
student1029@university.edu,Joshua,Campbell,CS149,C,78.7
student1030@university.edu,Alexander,Wilson,CS149,D,66.8
student1031@university.edu,Alexander,Scott,CS149,B,88.5
student1032@university.edu,Caleb,Wood,CS149,C,76.3
student1033@university.edu,Ryan,Coleman,CS149,A,97.1
student1034@university.edu,Emma,Garcia,CS149,C,78.3
student1035@university.edu,Penelope,White,CS149,D,65.4
student1036@university.edu,Charlotte,Carter,CS149,C,81.8
student1037@university.edu,Paisley,Coleman,CS149,D,73.1
student1038@university.edu,Joshua,Sanders,CS149,C,78.1
student1039@university.edu,Julian,Mitchell,CS149,F,56.7
student1040@university.edu,Ethan,Miller,CS149,B,92.1
student1041@university.edu,Lily,Bryant,CS149,D,72.0
student1042@university.edu,Jonathan,Scott,CS149,D,61.1
student1043@university.edu,Mila,Reed,CS149,F,58.8
student1044@university.edu,Elijah,Sanders,CS149,D,73.2
student1045@university.edu,Mila,Kelly,CS149,C,79.7
student1046@university.edu,Alexa,Cole,CS149,D,60.4
